ID,Year,View Count,Length (s),Likes
4PciKCq-5pI,2020,278776,334.0,5455
HcfSBr_KhzQ,2020,439450,562.0,6741
1VOk1kedydc,2020,340237,714.0,2944
JjmX_PLgovk,2020,2718290,45.0,182789
JmohuhGTOFA,2020,1999104,134.0,51815
A5GkCGkF11U,2020,1837359,587.0,27653
i9Josw4T9JQ,2020,84932,379.0,864
bx_ZleUGEos,2020,247091,515.0,0
oXH2U7BD1gI,2020,2241716,641.0,11285
xrIl5_8jjas,2020,194849,2037.0,1509
K2Pp42lJj9U,2020,339216,327.0,4462
w0sxm9CCNIo,2020,374359,283.0,2792
Uw_SXtEA7uU,2020,4335783,518.0,90149
L9VBoIK3Chw,2020,1047018,533.0,60863
YVhFSj59BSw,2020,293763,357.0,1233
v05c9htFCpw,2020,1604493,408.0,19950
sAYGQN_xzrI,2020,3283939,107.0,72275
3phm_Ym7Xbw,2020,1967694,407.0,8522
8LDbIsnsOAg,2020,240027,585.0,7643
p6XPAC881J8,2020,597322,583.0,3526
CDraz1znet4,2020,1162565,45.0,16
Icl-ioRHAdo,2020,630350,635.0,5405
fZZKYKeoX4k,2020,3525470,673.0,14752
yiWbWFqLDiE,2020,24511476,418.0,484998
z50C11sHxBw,2020,191392,61.0,853
bPpwv5kohuU,2020,159699,191.0,1351
_fHIGGYvbnY,2020,146298,39.0,12296
_YsXw4wKZKU,2020,521283,180.0,1950
fHej55Fz5qE,2020,4247300,530.0,92073
yf9R-CIEVZE,2020,5135,31.0,190
O5-1oolQVD0,2020,221154,198.0,5102
8SnLeGceEDU,2020,2062,41.0,116
yf9R-CIEVZE,2020,5135,31.0,190
O5-1oolQVD0,2020,221154,198.0,5102
8SnLeGceEDU,2020,2062,41.0,116
u7JKCHXJUso,2020,872463,120.0,3370
YwqZa5aSZcg,2020,667342,30.0,40
s9AZ_yXuSjQ,2020,20426,231.0,559
bK6PmYpEziE,2020,256787,602.0,3100
poltBywtVfc,2020,238216,136.0,0
soNguXYfH0E,2020,32399,125.0,1654
CUDFOBE0SSM,2020,22582,190.0,591
s2M39S21mpY,2020,2204048,1745.0,12630
zLUws21-Cx4,2020,1192,314.0,72
eKD-5aAZh9A,2020,98532,58.0,3643
8knMGKtor8E,2020,73356,179.0,2615
27BHPP_cY9g,2020,1177355,60.0,393
DFBbkkk13QE,2020,41125,61.0,683
eTJcohtIGcw,2020,1115050,60.0,511
6aA59EN6lu8,2020,2984,189.0,63
-g-WUH38xeE,2020,92823,242.0,3187
zYmuB6JqV7Q,2020,64982,91.0,2662
P2zDYmw-Wzs,2020,275183,229.0,11416
jpeC8ByMbVQ,2020,491501,405.0,12073
lzxHKOqPw7Y,2020,9610,169.0,289
YIuIR2o79W0,2020,318706,631.0,3852
btimyKheR-4,2020,317803,448.0,2367
5tcQtfU_C_k,2020,237466,612.0,4910
FoNn00eH6gM,2020,18202,681.0,247
qbl9k0eQS48,2020,51806,220.0,640
x445Zp79VrY,2020,103140,468.0,948
UnlYsJMxieg,2020,120465,240.0,2894
wuQTBoU7vvw,2020,271768,31.0,20622
cU0fgxx7NDI,2020,81709,217.0,1754
CLrYfQhbu_8,2020,531800,3593.0,10738
Vh8DeTxN7wE,2020,1005425,386.0,19177
R9b_wrh5h8I,2020,5255,24.0,0
M2kqhFzKPdU,2020,942,48.0,0
cPkJm0GJsgs,2020,1310,41.0,0
HF3d015bBwA,2020,18161,499.0,83
Z9jh3erS1w4,2020,10782,14.0,91
_jM1Q7Y89q4,2020,284699,215.0,6271
Sa0hHWf0NY8,2020,309668,20.0,16307
bS8cxrgJvNA,2020,3618,30.0,0
A_Reqt7RXcc,2020,1295,37.0,129
yW2QVcBMCWI,2020,1207,43.0,0
2_Z0OhUXJ_k,2020,894,31.0,0
GroK1V8Oz1Y,2020,47215,16.0,2332
uQF6PVLHthU,2020,595315,350.0,1853
Hiu1HwWrRm4,2020,18185,183.0,430
jqkGDKiYvOs,2021,6015690,58.0,365837
VtPsXzlzVNM,2021,5767497,33.0,405587
TiJV3jjUtng,2021,392569,37.0,1488
mFEKmmGZCxg,2021,9527162,49.0,563950
kzkChigcPTw,2021,16632,36.0,1396
4kptlrzcCfc,2021,22215672,11.0,1694200
_QbmYhrzie0,2021,7524536,57.0,504455
-FBwZtuJtMw,2021,3338031,210.0,246751
AhJpav2rjac,2021,2773376,46.0,797
SBaIxNCV4KU,2021,8104332,55.0,647623
dOdPoU1ncOc,2021,3472920,123.0,63589
A0Qav559BM4,2021,2301745,135.0,87251
2s7u4L6mtmE,2021,3579748,135.0,17078
py8m3ELi5_Y,2021,151826,98.0,67
pUF5esTscZI,2021,7687537,524.0,369478
9LMr5XTgeyI,2021,4511316,536.0,216284
Lz7Drdz-vLg,2021,7987730,183.0,103857
J90L73YOR3k,2021,3364152,111.0,64517
yFwPswAfvqw,2021,1525949,145.0,32175
oHdW4Fafn8M,2021,1528181,751.0,27269
aoAx0hfew2c,2021,1518686,123.0,35871
64Qfx-PZ2Qk,2021,2726071,165.0,68841
1ynspvn8KSs,2021,13196691,162.0,229994
qcdPtTnV-Ys,2021,5805121,910.0,176354
q09lokslFFk,2021,3636663,43.0,19
yub12mIMcH4,2021,608160,115.0,19502
Wfrq_DLb8wI,2021,9442021,1521.0,176659
aTgXhtRtKz4,2021,23879489,313.0,130089
WLoVHyuYVBY,2021,4021268,1079.0,110820
prdJbeyyPo0,2021,547589,205.0,4427
07fkuLXklWs,2021,197571,755.0,5540
BfFUGqdbu4c,2021,594832,135.0,92
3pAzUhqDJH8,2021,4552358,59.0,7
3yT5jJZplsk,2021,3281515,572.0,24066
vn4CXeOmAzg,2021,619870,508.0,5947
51re8OsHC00,2021,2022825,100.0,10282
Cc7goetmzkY,2021,219119,541.0,4146
WS-22w4NzJA,2021,2118848,138.0,12347
jNXVuSQEDu4,2021,952164,276.0,2855
g8Sjyo01yt8,2021,3580966,512.0,83372
9V5x8USDluo,2021,481519,203.0,0
n-F-s5PSP8w,2021,587066,524.0,4153
VMZsFCQPRZY,2021,38603330,533.0,194144
AIuAkAktsnE,2021,38719434,30.0,50
VueEQ5KlYyk,2021,5789441,1270.0,214240
Wfrq_DLb8wI,2021,9442021,1521.0,176659
WS-22w4NzJA,2021,2118848,138.0,12347
zU0fw6YD008,2021,19497260,60.0,338924
efEiBG7DLB4,2021,5371334,607.0,137113
wqPM3c67Ovc,2021,1258764,39.0,42643
R-1JXejejMg,2021,1319705,507.0,9076
Vy4hbbZcTiM,2021,1296766,402.0,1817
KmwE0abw3uk,2021,19387655,26.0,413895
7DhrRMWwCIY,2021,434390,602.0,6584
T5cVJI2y0k8,2021,189164,500.0,4662
MqGo5uQ7bes,2021,282942,2360.0,0
LDV6HLKAt8Y,2021,490036,669.0,5328
-quY0zJrdiI,2021,2336999,798.0,76986
uYgwKFFfjuw,2021,40913364,167.0,208199
lH9r8Sq059s,2021,332127,212.0,3723
p1Fvrm-pSao,2021,3868144,801.0,43349
zrAYZ8KXjqE,2021,66845,348.0,2476
IiJYXYNbKUs,2021,2689652,491.0,4043
-7DXXmJ_UbI,2021,200645,1416.0,6099
TMavGifBOEI,2021,155650,454.0,5768
pARqOBE6baU,2021,1032068,151.0,24273
51re8OsHC00,2021,2022825,100.0,10282
PCdZ8yISbgk,2021,6334846,155.0,151379
VMZsFCQPRZY,2021,38603330,533.0,194144
4PuwEQc3WfM,2021,14018844,171.0,31648
L1HcfhsWMX8,2021,284400,619.0,5910
WGdAVnR372w,2021,2630028,210.0,13168
4951luSaOMg,2021,726792,673.0,6985
Q95zFLkSgfU,2021,192475,524.0,3606
ebshN28FDWE,2021,4942455,305.0,68918
VueEQ5KlYyk,2021,5789441,1270.0,214240
dOh0jikQspU,2021,278147,1472.0,7265
SREbl7Mpw2g,2021,1622219,383.0,14779
rZzsdWFu4tc,2021,553137,624.0,5216
VOlRrlbfnwA,2021,1731325,170.0,15823
r4IEWGWNU98,2021,333948,521.0,7677
oqqJ-5FuzUU,2021,681357,447.0,27177
NfFEl1znlq4,2021,243490,602.0,5661
EbPtANfREJg,2021,4648481,2532.0,44897
XZPuB1QasQU,2021,3613314,2021.0,50104
KtNGDa2gFes,2021,210556,411.0,10031
3lgYHGV0OCI,2021,3326866,289.0,29674
xH0OiUVjVys,2021,398116,435.0,17000
2GVk9PLiz-8,2021,204644,485.0,9047
QlsR2ShzrG8,2021,2188685,394.0,56623
5-G0h56gZZ8,2021,376236,500.0,15058
CroUnlcZnE4,2021,189325,60.0,7
KqXAgU3NkKE,2021,5869223,1538.0,56764
1mH9IqoAOjg,2021,239007,561.0,4620
sd5XzP3_Cho,2021,1846477,1569.0,28559
0TjPuyZ5gC0,2021,1878545,664.0,9832
NhFZfIh5mZ4,2021,1262444,511.0,49800
0Sg8rNDdIRk,2021,6400533,120.0,47210
J1jxOdWDNFg,2021,523680,668.0,6273
A_-dAuwW-Wg,2021,311291,15.0,4
q2Jbepczh6Q,2021,762732,61.0,0
Xc0zAM8ehCM,2021,310877,318.0,4779
f5BTXUoPt7g,2021,184664,570.0,4028
vbqgYCSFGCg,2021,181228,572.0,2247
43mtdC4j1Is,2021,644764,401.0,9465
DJTnRshjeS0,2021,17300720,223.0,304262
qbZyfYPUGpA,2021,272005,578.0,3112
yBoQhD_PZy8,2021,460558,573.0,8783
A73VTkSGKjM,2021,221589,551.0,5346
ADoK9g4SxeU,2021,615703,55.0,70404
YPGomPg2qAA,2021,487642,143.0,3020
lHyROp3XiY0,2021,482139,528.0,5698
xhaNkIhLSNA,2021,412956,587.0,8374
hl89N9PVtYo,2021,6975615,54.0,303866
KUItyH1A6s4,2021,1670870,122.0,36983
Rt0HENuEsZ8,2021,186672,481.0,4907
KiL7ycBgh2o,2021,553260,521.0,6929
R-1JXejejMg,2021,1319705,507.0,9076
lH9r8Sq059s,2021,332127,212.0,3723
aTgXhtRtKz4,2021,23879489,313.0,130089
UTAIowkZus0,2021,546634,345.0,17576
ifAeoyG9Sw8,2021,624279,635.0,6171
jNXVuSQEDu4,2021,952164,276.0,2855
zU0fw6YD008,2021,19497260,60.0,338924
51re8OsHC00,2021,2022825,100.0,10282
WS-22w4NzJA,2021,2118848,138.0,12347
VMZsFCQPRZY,2021,38603330,533.0,194144
oqqJ-5FuzUU,2021,681357,447.0,27177
fwrE89kXsAw,2021,742438,649.0,7703
QXAD9BDCyv4,2021,5514089,112.0,13791
p1Fvrm-pSao,2021,3868144,801.0,43349
4tyiEIHmODI,2021,546106,53.0,10
PCdZ8yISbgk,2021,6334846,155.0,151379
efEiBG7DLB4,2021,5371334,607.0,137113
Ta1efA28gso,2021,574435,489.0,27364
B0tJShuGBqY,2021,201470,665.0,3568
KtNGDa2gFes,2021,210556,411.0,10031
ptm0t3rnYnk,2021,302305,650.0,3374
VOlRrlbfnwA,2021,1731325,170.0,15823
Vy4hbbZcTiM,2021,1296766,402.0,1817
eguHf6HGqZc,2021,414612,881.0,0
-quY0zJrdiI,2021,2336999,798.0,76986
zrAYZ8KXjqE,2021,66845,348.0,2476
QlsR2ShzrG8,2021,2188685,394.0,56623
L1HcfhsWMX8,2021,284400,619.0,5910
IiJYXYNbKUs,2021,2689652,491.0,4043
2GVk9PLiz-8,2021,204644,485.0,9047
xH0OiUVjVys,2021,398116,435.0,17000
5-G0h56gZZ8,2021,376236,500.0,15058
KqXAgU3NkKE,2021,5869223,1538.0,56764
pRW1xqrBsqU,2021,1223404,230.0,19
sd5XzP3_Cho,2021,1846477,1569.0,28559
Zcrq4iP0pZw,2021,1764581,44.0,96764
NY_VluvV54M,2021,808469,363.0,10671
GoUL63iRpmw,2021,179169,482.0,1886
o3Kh1PWhleE,2021,266349,544.0,3790
NhFZfIh5mZ4,2021,1262444,511.0,49800
CtCWikq7M_s,2021,471488,486.0,7859
43mtdC4j1Is,2021,644764,401.0,9465
aElYlmP_QTY,2021,115652,486.0,0
uO_ftnck4vk,2021,237522,482.0,3021
DJTnRshjeS0,2021,17300720,223.0,304262
ngHismHfjFs,2021,1088699,482.0,6145
Z_YVTV81XVI,2021,219379,526.0,6225
H3MJqg1eqqI,2021,1362775,571.0,16456
or-tAU-kYQg,2021,1900385,500.0,20922
HGj0GHkOYE0,2021,303058,1275.0,0
rPUuisRHPnA,2021,202557,701.0,2657
Vdb15S-fq9k,2021,160647,542.0,1930
8GsbTODarn4,2021,315673,837.0,3974
A73VTkSGKjM,2021,221589,551.0,5346
hBSE4QzqdO4,2021,207562,584.0,2812
EUs2M9xTG2M,2021,480309,539.0,4811
ADoK9g4SxeU,2021,615703,55.0,70404
Uddye9o1N6Y,2021,125235,666.0,1083
xYTQldZe9AM,2021,495798,126.0,131
YPGomPg2qAA,2021,487642,143.0,3020
zpU1dEisq-s,2021,791884,622.0,5513
LeAzXve67Qc,2021,200497,589.0,2558
hl89N9PVtYo,2021,6975615,54.0,303866
x_UgoraMYRk,2021,1239748,51.0,84561
Zcrq4iP0pZw,2021,1764581,44.0,96764
NN4C6DDs5Kc,2021,232162,604.0,3439
MAOgtD_-jh8,2021,161900,542.0,5266
Vht36xUcUyY,2021,2795324,51.0,156624
gDKr0ImyWVY,2021,1229031,592.0,13512
Er0Oz0edpLE,2021,513504,1936.0,39590
GzSX_qZ8Jus,2021,606988,534.0,15460
TUD4rNXMCyQ,2021,925113,488.0,15208
W5VHaqbGqJs,2021,423931,708.0,5855
Roay3Yfr63A,2021,1168359,541.0,8832
DE1ovxxyCD8,2021,5498676,45.0,323537
3FFUVh6OmzQ,2021,687885,613.0,7870
b6wRPAgWyIY,2021,4163242,59.0,340700
GgX1ktTvtC4,2021,2616852,203.0,12827
M_IzvNDbSE0,2021,4775074,51.0,367664
87C5v95mk4o,2021,562903,48.0,33359
A71qiTJm5ZE,2021,1986118,50.0,118520
LA-XLvoEUxM,2021,2941490,45.0,87432
OeKk9R95vr0,2021,135224537,18.0,872082
cnN56tUFPtQ,2021,346300,37.0,20003
ENyK1AqBL7s,2021,380907,55.0,33544
Nn8cpcPUlBs,2021,248099,34.0,13018
wRzfQVsNZOk,2021,7075343,1033.0,44240
H5RMhDvE7Yk,2022,11032375,20.0,523047
GkmIjfaBh78,2022,51694518,20.0,1674333
8Yn6LtF60Us,2022,149995127,14.0,2401969
NwU4gd_kLbQ,2022,80522444,33.0,3619920
IypgniLuz08,2022,3460905,31.0,179
cNfm3VYSZhw,2022,527877,31.0,13
bHgUL_W62sE,2022,10015790,46.0,676305
jCqb8vv-rdA,2022,201551,95.0,28
Rg3Xi5MwfGI,2022,1169531,123.0,1865
ZzsOotMp3fg,2022,299933,57.0,16151
hvB8pv757MU,2022,66475984,20.0,2896289
aUAzdnCqMs4,2022,217119,372.0,41
i9tWqhaGev0,2022,804650,55.0,1
DrDFwOF02yI,2022,378638,115.0,7
HCuBrkAahRM,2022,7414500,133.0,79132
SdKGVsVXltI,2022,1471220,55.0,2
BshOQS9fdLQ,2022,650728,29.0,60954
Z9U5R9K7DI8,2022,2008217,34.0,130493
jkdtrIKrpBs,2022,391112,39.0,4
8Fn_30AD7Pk,2022,8431002,510.0,256727
y3cvKK9wDUw,2022,6053379,220.0,158851
p91kN8mfO1s,2022,74220352,19.0,2145675
VQPTwIpf0sU,2022,497841,95.0,13559
2aJbRXpwBbw,2022,524733,31.0,7
vTZbIpcvaYs,2022,299519,141.0,96
8QJJYg-1UWo,2022,544291,224.0,5447
PzNJiXU5H6c,2022,580621,143.0,17121
1U63j5_0QAM,2022,8624374,36.0,400779
jfOUVYQnuhw,2022,6424114,964.0,238208
YoNjK7EPqRw,2022,11020167,27.0,448133
wP7upBO3NLc,2022,2410938,2496.0,57770
qCaLi3TT5N4,2022,727462,41.0,37
1gLff7ol9Uc,2022,277852,31.0,31
thWBsXApqDY,2022,230111,182.0,8031
iZClQafCI5Y,2022,2191298,18.0,75954
20OYy1N3Fyc,2022,443916,60.0,16010
n-XpULsR4pc,2022,16263866,18.0,599527
yX-oSmsdlb4,2022,213662,31.0,4
pCxMaMMDn_s,2022,865435,15.0,5
rHRK569gMIU,2022,729031,233.0,1745
J5mKXhhsxoM,2022,362112,198.0,5672
uExiGnvCiXk,2022,5320821,60.0,290349
r-pgR6gjvGQ,2022,238090,265.0,2006
-fBYNPQUQ1c,2022,1366582,214.0,12974
-fBYNPQUQ1c,2022,1366582,214.0,12974
XQ4LRLDv3P4,2022,3375356,485.0,22217
cvd5z_mqj8U,2022,1708427,33.0,72646
4xgrhcWnZSE,2022,238038,51.0,1883
iL_gsEAtd_w,2022,110684761,102.0,4720
7cVgmK1yyQo,2022,609956,105.0,5
MechtEke7kQ,2022,2452717,81.0,10
QrWG__OPRaE,2022,285420,738.0,3518
6Ngy-O-VyD0,2022,184365,482.0,1741
39NyFeIpo3g,2022,796836,369.0,15610
CqedTsnMDlg,2022,169773,602.0,1801
f4fnMuA_G1o,2022,249703,644.0,7445
E43oEQoiQ9E,2022,239077,603.0,3910
z70mwyfDtbY,2022,171889,546.0,3539
q0959gQxkls,2022,144200,543.0,4639
LayHphnZndU,2022,2497541,361.0,50266
Lya0ejnjnW8,2022,662300,38.0,71462
cBWkOySvxWE,2022,126163,359.0,3746
tNra8xpO4FQ,2022,166228,783.0,7494
t-UWYMQlm2U,2022,23440120,60.0,635067
j1GI8jXbgBg,2022,6790938,60.0,403988
e9wShOWxtm4,2022,168088,32.0,1
EQPB-wQJa3M,2022,286315,30.0,17
JiMx3jEaI9c,2022,5075691,838.0,57915
m4Vgd3X_9IE,2022,200366,436.0,4220
0VtdyrwPkcY,2022,248862,236.0,1842
QpZbf6rYrrg,2022,253577,519.0,2173
pOS0kvuc3pc,2022,372318,130.0,25
eFI5yYZkRtc,2022,4228621,60.0,207186
rM_jsWZ6dd8,2022,240864,201.0,342
bydFsCts7Jo,2022,425808,225.0,6
pHMjXnWOnZ0,2022,237008,616.0,3222
TUSXNtJNNM8,2022,539318,810.0,5599
fpMur2j0jJg,2022,519681,544.0,3370
HvteGsoPGDY,2022,656001,711.0,8441
uDfcPaX4gPw,2022,234004,236.0,5
_Y8DmXlmX4g,2022,14128540,57.0,479885
Wv2sJLRhEnk,2022,284700,167.0,10455
IHZs4K_2mVg,2022,804779,542.0,1346
iia8h72B_Vs,2022,4101774,50.0,168263
ClMyyOmrqfg,2022,1508767,70.0,5
aHu53btOkAE,2022,1575686,588.0,11708
VT0X_ROGzI0,2022,176701,72.0,16
9eE2cHuRpWM,2022,250821,148.0,5
vWAirwuPPGQ,2022,24195532,59.0,404588
hAbxkkeHRpE,2022,311061,494.0,2908
ql-RScrHAl4,2022,184059,2093.0,0
hAbxkkeHRpE,2022,311061,494.0,2908
ql-RScrHAl4,2022,184059,2093.0,0
CaNGkcani9U,2022,222062,574.0,2466
3agH9g1aqMg,2022,1289232,646.0,15825
8NkaMMPbiFk,2022,197573,511.0,3685
WwsrDoEZkX8,2022,1021563,532.0,27202
F2w3x1nHHtw,2022,6674003,60.0,727730
eHK8JcDJLSM,2022,162295,582.0,2340
1vXy8Fhh468,2022,292881,866.0,7901
QkW7dUWe12k,2022,325218,1840.0,0
ekmw3xKnFwQ,2022,295228,500.0,4093
zXLi9-RXaXQ,2022,403949,834.0,19071
DSQ-yKfZfmI,2022,183541,505.0,3867
3G2RGCbl4Ms,2022,1497781,658.0,2776
2LiXMe3C98w,2022,269030,656.0,3945
_BUriZfuASM,2022,265126,617.0,3861
G1yg1Y-o8p0,2022,293358,602.0,3534
r3JrrIiJUL0,2022,3061338,169.0,441
E-4sGZBFBjg,2022,662757,31.0,0
G6ajeiaVM10,2022,199363,911.0,2395
8dwhAjhLGL4,2022,237279,578.0,3879
EPne846B6s8,2022,265789,626.0,3119
JSjLwNWAeJM,2022,64234547,45.0,12
x-mDM-gbDXA,2022,7307589,676.0,145406
2pw5ZThPKdI,2022,1092964,1009.0,1952
dUNxPcuVKoE,2022,552911,513.0,8109
i3WWcF5EwvA,2022,466488,107.0,9887
N6V4i0H8I_o,2022,197755,217.0,1792
vM30m7hCNDg,2022,1085912,78.0,24104
WNYZj5Nkr24,2022,202185,826.0,8327
FahpIjMIQ6U,2022,261701,609.0,636
uhINwn2vUbk,2022,617685,183.0,8981
c46e23NRVto,2022,263982,2694.0,0
GNcH-Vq8ggc,2022,1795700,252.0,23750
iEbdpgFxz9E,2022,3142434,289.0,39799
t5xgkrYxBKI,2022,235719,56.0,11652
tPXVwrX-o9Y,2022,1121059,56.0,44
wv2s7qjfQpE,2022,1601175,60.0,64307
aHDh-ZI55YE,2023,171627638,22.0,1999793
n6QS428oviQ,2023,3074663,36.0,13471
T0Whh_bPJDw,2023,68968889,15.0,1014314
DPvbAisvkuQ,2023,46333773,19.0,469752
725wkWFTZrw,2023,4346140,17.0,195280
Q-KGQZkB6V8,2023,82704184,43.0,1301110
RS4Fl_7BryE,2023,424910699,18.0,6009259
-LDpilAEwMU,2023,43609734,11.0,694316
16Lxc9fuHq8,2023,109631653,24.0,3883635
J9BAaSjXHug,2023,73951904,18.0,3417766
FYYm5AxKRvg,2023,217921931,14.0,3204956
EbFHiWDEvt0,2023,318193,31.0,2
2Q6jWwhVkz4,2023,38681084,15.0,722141
lR4zL99dewU,2023,6038595,616.0,125057
ozJO90vN-jU,2023,23649953,60.0,421008
xghWi4eFEHo,2023,38301499,32.0,602222
WCyplg_LPJ8,2023,400156,799.0,4868
NMOLUgDQxaw,2023,1143681,210.0,5
NUWBuvz6buw,2023,226866,1539.0,3175
oOXVqyy0rTA,2023,49907387,60.0,2275929
Ujz_D67B4x8,2023,3923545,60.0,136040
Y0ndTc5GOKU,2023,1115037,127.0,9
KOZeTl7FOT0,2023,181892,548.0,1955
l9jiAF4Eoy4,2023,47426381,60.0,1638954
hCSZjBqICkU,2023,3414705,16.0,125097
k3xfiNh36zs,2023,6011281,12.0,96737
QfZYVIyqyLA,2023,75704445,60.0,1226919
1QT1G9qI26w,2023,4137846,24.0,17842
K__ARI5nXVA,2023,11780632,20.0,464339
ykPZ91ECK5I,2023,447784,485.0,3806
ZinXCXgOBsw,2023,129298443,43.0,2067562
4Bh6DaQcO2o,2023,22261847,48.0,0
FLs8N4Kd0_c,2023,694864,51.0,70326
fA5UeUKGyBE,2023,92127465,45.0,0
FLs8N4Kd0_c,2023,694864,51.0,70326
f-_oBX3vn2A,2023,391756,354.0,9
GdDj922liTA,2023,146927,575.0,1335
l5w6vEtt6Hc,2023,15556464,35.0,305169
GhCt9Bb8400,2023,405925,1533.0,12854
pXlcm5HlN50,2023,14758665,31.0,238568
TQ3hrywysKQ,2023,211555,634.0,2457
aiCPlVMU3mE,2023,149150,1361.0,1756
1gBXIkvGWi8,2023,860441,41.0,83294
uUvYvpNFpOA,2023,13751339,36.0,418337
BF90276jEQM,2023,4269366,31.0,52
amZeAKk2Fl4,2023,733034,35.0,90680
QytHRkENa4I,2023,160732,1539.0,1621
1BdC1GzBgaU,2023,481197,24.0,61219
lX8b6ON60E0,2023,1371049,2404.0,13133
qrAIryjEXgg,2023,175725,1564.0,2023
RQQ-AUGYxjw,2023,162450,1527.0,1885
wDf_cWfFX2Q,2023,368597,1439.0,3264
lJVXiX1JxrY,2023,73785266,12.0,1463483
lOs2BfFIC50,2023,978990,218.0,1711
6j-nDyaghVI,2023,607525,182.0,4134
Bd60S-RSESU,2023,8405067,16.0,0
wAtl7WEoSSA,2023,409149632,29.0,5242056
dOPJj4l0SE8,2023,1105082,228.0,7127
dCz6-HoW1Ys,2023,212766,133.0,2096
gmMN7S2W4_g,2023,22376221,18.0,349034
LuDhhl-MQjg,2023,491889,188.0,2907
ftCVZ8yyTp8,2023,1418440,31.0,15
VzmdMDZDS2I,2023,185243,307.0,2976
Jal5s1HR3Do,2023,79227959,8.0,809001
7Km2YOd5yfc,2023,54062475,59.0,3074968
Qp_sVtoeOFM,2023,7698448,53.0,520378
4z6NE-bzQ4A,2023,308318,16.0,18564
1BdC1GzBgaU,2023,481197,24.0,61219
lrA00WNUQKo,2023,190540,6.0,11446
amZeAKk2Fl4,2023,733034,35.0,90680
eSMiZr8mm8w,2023,514749,25.0,31473
9JGw8AdbtZA,2023,139693,25.0,6565
gUP1oLNS6u4,2023,77871,18.0,4020
DxmuUxG_QMI,2023,39445,12.0,2246
GMw-895zNCc,2023,397725,60.0,19088
VhBblYV2sLg,2023,823947,40.0,47976
h7qhGAJ0TeA,2023,27737162,47.0,403554
-AUx_3LAo5M,2023,264812,51.0,22646
sFC66v0Wju0,2023,18339267,38.0,283358
xHR5xhJlFj4,2023,1112553,8.0,35109
bmwANc2CKFM,2023,432984,520.0,4921
omf7fo2ayio,2023,77835027,37.0,1804616
IRB28H7zlD0,2023,70929005,15.0,852677
BCmCrrENJeo,2023,326134,416.0,7249
FVLg3FpvwEg,2023,199428,319.0,2412
4E7rWX_5ZNo,2023,32337001,95.0,19
glf1sTEoAGg,2023,326762,3426.0,5102
sj3XeTfu9qk,2023,855583,3030.0,0
KoToZTZ2Q04,2023,587154,525.0,4598
VrKFSW49os8,2023,201198,856.0,1905
UGXWJIoXOM0,2023,8342386,10.0,362008
dJfdMh8Nl74,2023,16568340,46.0,852226
D-qkVv0mamU,2023,2815445,15.0,112897
RQtj3Y6z0RQ,2023,770113,19.0,83864
AUT8GLJcwKQ,2023,792019,50.0,97889
07Q-ZbBWLlA,2023,708187,13.0,72397
49xl06sRqgg,2023,896213,46.0,85019
Oyeg9PiuU7k,2023,553914,18.0,28947
JeMEUBmeQyE,2023,49443,15.0,3037
nZdf6_KtkNY,2023,531690,55.0,55180
YStlbK29f_Q,2023,853558,59.0,109506
jWQJgItGiNs,2023,145276,28.0,7816
lfeSVhWfGIA,2023,982334,8.0,57851
NLDLFRGoqEo,2023,1181047,57.0,95927
qson766lDag,2023,718717,14.0,44691
OV06QPOje5w,2023,434207,60.0,28785
txaKTZijsgE,2023,450808,26.0,47502
pwyT14Y7cvI,2023,434598,1205.0,8739
__sSsWIlZeI,2023,226087,1326.0,2403
G1l2-2ItFhU,2023,219817,641.0,4216
glf1sTEoAGg,2023,326762,3426.0,5102
AkxIC4V_4KA,2023,16333146,51.0,298495
7u-f8wscZb0,2023,194802,723.0,7294
1TROBoFK-t8,2023,943016,2705.0,0
piKOcjQPZJk,2023,684909,661.0,22281
SHbsn95A-Ag,2023,242872,1380.0,3868
08jYwufK7QY,2023,267406,455.0,3915
UGXWJIoXOM0,2023,8342386,10.0,362008
dJfdMh8Nl74,2023,16568340,46.0,852226
D-qkVv0mamU,2023,2815445,15.0,112897
AUT8GLJcwKQ,2023,792019,50.0,97889
07Q-ZbBWLlA,2023,708187,13.0,72397
49xl06sRqgg,2023,896213,46.0,85019
Oyeg9PiuU7k,2023,553914,18.0,28947
JeMEUBmeQyE,2023,49443,15.0,3037
nZdf6_KtkNY,2023,531690,55.0,55180
Kr9Tg41NwSw,2023,9631301,7.0,64443
YStlbK29f_Q,2023,853558,59.0,109506
jWQJgItGiNs,2023,145276,28.0,7816
mEmUjscPonU,2023,847618,27.0,53200
qson766lDag,2023,718717,14.0,44691
OV06QPOje5w,2023,434207,60.0,28785
txaKTZijsgE,2023,450808,26.0,47502
IOWo7TH2d0M,2023,304250,36.0,22118
np77FnIFOR8,2023,385326,13.0,17201
mf-6987MDNM,2023,226486,16.0,19115
bDtzsY25uek,2023,200630,26.0,14345
MH_l2nzP3CQ,2023,241967,46.0,13509
enHTyqB9bwY,2023,228627,16.0,7418
jPniUheclyw,2023,197552,19.0,10296
UgGBH6o9kKY,2023,153099,19.0,6738
8ZzooNmZC_M,2023,99181,46.0,6908
4LNXkII1vD0,2023,87825,57.0,6025
ZnRMXJQoV9k,2023,81527,37.0,6078
RrJmKsni1C4,2023,65770,57.0,5861
Jr0skNZrFHU,2023,82910,9.0,3276
15obUgn_a38,2023,52013,17.0,3413
