ID,Year,View Count,Length (s)
uz19pzDf3RA,2021,1014.0,16.0
uPWOcNFFDUw,2021,574.0,16.0
J1068qEaQn4,2021,3755.0,13.0
Wmx9MQc1pwY,2021,2405.0,10.0
E24vsAu--C8,2021,969.0,22.0
LNXb2JpVcPk,2021,1074.0,30.0
hiArigPpxdU,2022,279912.0,41.0
4WjQD4PAXxc,2022,88439369.0,10.0
FwGCOmWeV20,2022,279278.0,141.0
n-XpULsR4pc,2022,16254967.0,18.0
3gogtmoe8Kc,2022,199198.0,261.0
MechtEke7kQ,2022,2452717.0,81.0
8I9j91v04QE,2022,1148.0,32.0
nhFU26eNgAY,2022,6533.0,15.0
-VIlcySkqpQ,2022,2942.0,54.0
Bj3rtk3Z6h4,2022,1217412.0,30.0
0VtdyrwPkcY,2022,248862.0,236.0
pHMjXnWOnZ0,2022,237009.0,616.0
2o8V5kSDz5M,2022,28450737.0,35.0
5pTJsh7Js8g,2022,568.0,168.0
yjcze9UhhGc,2022,538.0,16.0
8NkaMMPbiFk,2022,197573.0,511.0
8s2Iumqu9dQ,2022,234468.0,602.0
V4-ac3cZ7a0,2022,363.0,60.0
joWdxeMjQQc,2022,857946.0,574.0
psGyFz49EgQ,2022,2054.0,315.0
vRUu2JyCJ1w,2022,557847070.0,8.0
nn_4okgFP2k,2022,2427.0,11.0
hAYlWlAFnR8,2022,1222.0,16.0
xdFy1mWf5dY,2022,66.0,10.0
pmN09O-uZas,2022,199.0,6.0
hvB8pv757MU,2022,66367761.0,20.0
HCuBrkAahRM,2022,7408972.0,133.0
_rKHWO5RH-c,2022,642848.0,34.0
5RFDuMuHpG0,2022,2575.0,15.0
OjKQszKJlkk,2022,2009.0,6.0
y3cvKK9wDUw,2022,6048194.0,220.0
EG_smUf09zo,2022,466094.0,1855.0
nGinvE8FkCg,2022,239037.0,480.0
qrbBeDMPOAQ,2022,4138.0,533.0
jfOUVYQnuhw,2022,6420001.0,964.0
sJIcXeMiyZc,2022,79.0,37.0
Xs0snSQfaeQ,2022,7058.0,283.0
sjDC1bm2F2E,2022,531.0,211.0
KiFtLMM5okc,2022,208553.0,2460.0
nYbhg-kmX5A,2022,1911219.0,857.0
kiVK7lAst7E,2022,9971860.0,29.0
8lB66bSJy7s,2022,4870.0,37.0
DZ0gq823wXM,2022,387.0,861.0
8MNJ0LMJ1bo,2022,206544.0,512.0
JmCMnThx2dA,2022,326.0,655.0
AtC3TBdC0LE,2022,209173.0,943.0
eFI5yYZkRtc,2022,4225816.0,60.0
KGUxx9Lew0w,2022,393.0,1149.0
DkToCHUyP-A,2022,3079.0,60.0
-XzD-Eh2iqo,2022,245.0,42.0
iia8h72B_Vs,2022,4098184.0,50.0
Jtd3hKKzjVo,2022,20.0,16.0
MaY09iRrP80,2022,811.0,404.0
V441GgRjVA4,2022,36928.0,194.0
F2w3x1nHHtw,2022,6673350.0,60.0
l7hajoLktjg,2022,301196.0,494.0
QP0zqEjpYoI,2022,117797.0,236.0
ra8zJpESRmM,2022,21183.0,219.0
UAkOmF0sP7s,2022,10961.0,223.0
yOXGmw9sAJ8,2022,4109.0,15.0
udLV6VNi2xA,2022,965.0,11.0
xK_HD4hZ0vs,2022,14331.0,203.0
6HmvFEtAhsY,2022,20598.0,223.0
QVRVWuVp-jc,2022,4970.0,16.0
WLTKpJsvgHE,2022,83578.0,218.0
maWwjay_2Zs,2022,14366.0,245.0
v0Gw9TD4Uhk,2022,7251.0,235.0
XwzStwoZMRA,2022,11443.0,240.0
yy52So8jNq0,2022,4684.0,216.0
nn_4okgFP2k,2022,2427.0,11.0
V1izvKJmhS0,2022,732469.0,1280.0
cDGecg3BPt0,2022,453768.0,663.0
hAYlWlAFnR8,2022,1222.0,16.0
xdFy1mWf5dY,2022,66.0,10.0
pmN09O-uZas,2022,199.0,6.0
eT51u_Mo-TY,2022,9.0,16.0
CssFqSwZVfA,2022,268001.0,76.0
ra8zJpESRmM,2022,21183.0,219.0
XXR696eIAZ0,2022,336164.0,187.0
Nn_9pPNhMoM,2022,340393.0,583.0
I7NIl9xFTR8,2022,96.0,8.0
VzNdqz31RWU,2022,88854619.0,31.0
xr6t7EAelxc,2022,520949.0,488.0
hfxoEw7oP74,2022,289445.0,76.0
6_epQjln5ig,2022,431494.0,428.0
jJnqUNwfhCE,2022,933441.0,599.0
AeqT6qt0Xyk,2022,235120.0,1793.0
JfqGm89YciU,2022,194607.0,842.0
5RFDuMuHpG0,2022,2575.0,15.0
OjKQszKJlkk,2022,2009.0,6.0
RKo0OFPyKuk,2022,563015.0,152.0
tD3eGnjyNDg,2022,287443.0,576.0
EjKI5YLnX44,2022,3029220.0,125.0
Yoa7uQuANRo,2022,209552.0,715.0
xK_HD4hZ0vs,2022,14331.0,203.0
2RqPzpahmIo,2022,1101651.0,1126.0
nGinvE8FkCg,2022,239037.0,480.0
qrbBeDMPOAQ,2022,4138.0,533.0
6HmvFEtAhsY,2022,20598.0,223.0
oAGow4FpWQw,2023,173795468.0,13.0
g9K8ndBeYK0,2023,64837901.0,47.0
Ust9m3hBX30,2023,59087957.0,19.0
7hTYWglp2DU,2023,171614.0,33.0
eMrzmil9zMM,2023,118001.0,26.0
CuzSygkqgKc,2023,2713117.0,37.0
uBen4HLh9YA,2023,1578846.0,31.0
zvUwRnSqJhU,2023,31894232.0,58.0
jzTQFU5sMvg,2023,57005.0,34.0
MRrZJUbHiJU,2023,1290505.0,60.0
HmkoRZbjJCs,2023,8634.0,37.0
DNjEL5Yi1s0,2023,17159.0,25.0
cUfwIeU06cc,2023,1740.0,49.0
yx8CTY3_RsA,2023,3253.0,45.0
imPn0-GgFCM,2023,6661.0,55.0
XI9H-k9hjkM,2023,70110.0,33.0
PUT67M6TFcw,2023,700258.0,30.0
ScMpCb0ty8Q,2023,21269.0,47.0
JH5XidMxgc4,2023,5226688.0,60.0
eOYlOuA6qp4,2023,168589.0,45.0
Ht1FUPeAKh4,2023,4390.0,40.0
JyeGmx8Pfww,2023,4460.0,35.0
rlW4U3xQ_Dc,2023,1291.0,58.0
NimJehVeIVE,2023,46366870.0,30.0
l5w6vEtt6Hc,2023,15065592.0,35.0
Lnt0YiQzJjg,2023,2668823.0,11.0
HyXTQouUoG0,2023,15657.0,151.0
TIQ0zajCfk8,2023,271812.0,405.0
KRx4M8rAio0,2023,14070954.0,23.0
KRx4M8rAio0,2023,14070954.0,23.0
vBsnzindlp0,2023,355724.0,307.0
tRgMAR30K8M,2023,216.0,271.0
QheoDgTXXpU,2023,1652.0,383.0
1DROMbOxPCY,2023,1318.0,293.0
2sRGqhfQZgE,2023,22771606.0,16.0
QIU0WfGqzxE,2023,1474.0,208.0
FabYUTGGyU0,2023,508.0,252.0
avg1wpMrjck,2023,1360.0,351.0
im66FL-Vpv8,2023,2426.0,244.0
Vly1K36Z9yY,2023,13285.0,444.0
0t_xnL7oBc0,2023,1248748.0,14.0
QFZ98CfDyiw,2023,1764.0,235.0
lf3anA9rqEM,2023,10857.0,576.0
cGKTpNBs5Rk,2023,753168.0,769.0
YP7S5u42vyw,2023,20919132.0,60.0
xV0xPJZCxbY,2023,1212803.0,250.0
GMqFyp5fUYM,2023,1107331.0,58.0
W6_BeXlyflc,2023,58619432.0,14.0
__sSsWIlZeI,2023,226087.0,1326.0
maPWDLq26Vc,2023,3970.0,32.0
1vl9VNWsOcM,2023,340331.0,608.0
OslnnX4zyg4,2023,9287.0,30.0
SnTdDJwXOZQ,2023,55339134.0,17.0
c17d80EynNE,2023,940404.0,166.0
jAkXtMFgnus,2023,457629.0,802.0
pG_PemYNrjs,2023,696570.0,709.0
08jYwufK7QY,2023,267406.0,455.0
McT-cCgtZ-0,2023,603755.0,567.0
sD0er8hgLLw,2023,1797.0,11.0
h575p1fJblg,2023,9874192.0,27.0
Vn5W072t2Uk,2023,341922.0,321.0
3aw2Z9MCsV4,2023,5766938.0,13.0
wBI1tgPiMg0,2023,180365.0,1019.0
4m0NLZ35uWc,2023,901870.0,11.0
Zz-ye8w9hto,2023,207958.0,902.0
AkxIC4V_4KA,2023,16219089.0,51.0
hi9Mm7c8od0,2023,669.0,10.0
piKOcjQPZJk,2023,684909.0,661.0
g5XoD3IzN64,2023,19710.0,29.0
zlMel61BUFk,2023,68583.0,16.0
hC__j9_CjvE,2023,35280.0,16.0
KnsmrTcPees,2023,1070811.0,340.0
LsHYWIH7d7Q,2023,21930.0,114.0
OYp0OJ_A26M,2023,3578821.0,9.0
43TUx7uKC4c,2023,1783362.0,8.0
CfE70n9akAI,2023,48242.0,6.0
O65y5EI8QxU,2023,15002.0,7.0
dHCEXOlxAA0,2023,6401.0,8.0
MTFpH-WEzMs,2023,2270.0,8.0
bjTlyfEyCNI,2023,181145.0,8.0
8xL2kXXkgfA,2023,2076.0,17.0
yocQ1DiKDGw,2023,253.0,14.0
f2LFo3t8rGQ,2023,30920.0,29.0
j8v2xQfF2BQ,2023,5716.0,6.0
iCog3FfNGI4,2023,19399.0,10.0
UEC2Q8oTDDA,2023,13747.0,7.0
1G3c0j4UnLc,2023,41675.0,27.0
